OBJECTID,STREET,LOCATION,TYPE,LANES,REASON,STATUS,START,END_,SOURCE,COMMENT,EVENT,created_date,last_edited_user,last_edited_date,created_user,REGION_CITY,AGO_USER,IS_DRILL,Shape__Length
2927,SAINT PHILIP ST,BETWEEN GATE AND GEORGE ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/08/19 17:00:00+00,2018/08/19 22:00:00+00,Charleston PD,NEW STUDENT CONVOCATION,,2018/06/13 17:36:58+00,HERRINJ,2018/06/13 17:38:24+00,HERRINJ,,,No,131.074124877096
2928,MEETING ST,BETWEEN WENTWORTH ST AND HASSELL ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/08 09:00:00+00,2018/06/29 16:00:00+00,Charleston PD,HANGING CABLE ON POLE,,2018/06/13 17:40:51+00,HERRINJ,2018/06/13 17:43:20+00,HERRINJ,,,No,114.97725223192
2929,WENTWORTH ST,BETWEEN MEETING ST AND EAST BAY ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/18 09:00:00+00,2018/06/29 16:00:00+00,Charleston PD,HANGING CABLE ON POLES,,2018/06/13 17:43:47+00,HERRINJ,2018/06/13 17:44:56+00,HERRINJ,,,No,379.938987866827
2930,LIBERTY ST,BETWEEN SAINT PHILIP ST AND KING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/07/01 08:00:00+00,2018/07/01 11:30:00+00,Charleston PD,SPECTRA MOVE IN,,2018/06/13 17:45:26+00,HERRINJ,2018/06/13 17:46:28+00,HERRINJ,,,No,169.668618700467
2931,LIBERTY ST,BETWEEN SAINT PHILIP ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/08/02 12:00:00+00,2018/08/02 14:00:00+00,Charleston PD,SPECTRA MOVE IN,,2018/06/13 17:46:38+00,HERRINJ,2018/06/13 17:47:30+00,HERRINJ,,,No,169.668618700467
2934,WENTWORTH ST,BETWEEN MEETING ST AND E BAY ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/15 09:00:00+00,2018/07/15 16:00:00+00,Charleston PD,HANGING AERIAL CABLE,,2018/06/22 18:48:30+00,HERRINJ,2018/06/22 18:49:29+00,HERRINJ,,,No,379.938987866827
2935,MEETING ST,BETWEEN HASSELL ST AND WENTWORTH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/15 09:00:00+00,2018/07/15 16:00:00+00,Charleston PD,HANHING AERIAL CABLE,,2018/06/22 18:49:53+00,HERRINJ,2018/06/22 18:51:05+00,HERRINJ,,,No,115.022282167551
2936,SPRING ST,BETWEEN PRESIDENT ST AND KRACKE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/18 09:00:00+00,2018/06/22 15:00:00+00,Charleston PD,SETTING NEW POLE AND HANDHOLE,,2018/06/22 19:10:40+00,HERRINJ,2018/06/22 19:11:33+00,HERRINJ,,,No,227.652271201043
2937,COMING ST,BETWEEN BULL ST AND CALHOUN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/12 08:00:00+00,2018/06/16 15:30:00+00,Charleston PD,CLEANING STREETS,,2018/06/22 19:13:06+00,HERRINJ,2018/06/22 19:13:59+00,HERRINJ,,,No,216.943398822761
2938,GEORGE ST,BETWEEN GLEBE ST AND COMING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/12 09:00:00+00,2018/06/15 15:30:00+00,Charleston PD,REPAIRING LEAKS,,2018/06/22 19:15:30+00,HERRINJ,2018/06/22 19:16:20+00,HERRINJ,,,No,115.471364785641
2939,SAINT PHILIP ST,BETWEEN CALHOUN ST AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/12 08:30:00+00,2018/06/15 15:30:00+00,Charleston PD,REPAIRING LEAKS,,2018/06/22 19:18:04+00,HERRINJ,2018/06/22 19:18:57+00,HERRINJ,,,No,269.042813741076
2940,KING ST,BETWEEN SOCIETY ST AND WENTWORTH ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/07/16 08:00:00+00,2018/07/26 17:00:00+00,Charleston PD,STEEL DELIVERY AND CRANE,,2018/06/22 19:20:45+00,HERRINJ,2018/06/22 19:21:39+00,HERRINJ,,,No,92.3388983801844
2941,KING ST,BETWEEN HASELL ST AND WENTWORTH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/20 09:00:00+00,2018/06/29 15:00:00+00,Charleston PD,SPLICING FIBER,,2018/06/22 19:26:01+00,HERRINJ,2018/06/22 19:26:44+00,HERRINJ,,,No,109.45765829948
2943,HASELL ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/20 09:00:00+00,2018/06/29 15:00:00+00,Charleston PD,SPLICE FIBER ,,2018/06/22 19:28:46+00,HERRINJ,2018/06/22 19:29:22+00,HERRINJ,,,No,223.414169254599
2944,KING ST,BETWEEN BEAUFAIN ST AND MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/25 09:00:00+00,2018/07/06 15:00:00+00,Charleston PD,ROD CONDUIT,,2018/06/22 19:31:34+00,HERRINJ,2018/06/22 19:32:19+00,HERRINJ,,,No,120.07394856776
2945,S MARKET ST,BETWEEN STATE ST AND E BAY ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/25 09:00:00+00,2018/07/06 15:00:00+00,Charleston PD,ROD CONDUIT,,2018/06/22 19:32:55+00,HERRINJ,2018/06/22 19:37:25+00,HERRINJ,,,No,128.755688382534
2946,MEETING ST,BETWEEN S MARKET ST AND CUMBERLAND ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/25 09:00:00+00,2018/07/06 15:00:00+00,Charleston PD,ROD CONDUIT,,2018/06/22 19:38:11+00,HERRINJ,2018/06/22 19:38:53+00,HERRINJ,,,No,162.119778134807
2947,S MARKET ST,BETWEEN MEETING ST AND CHURCH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/25 09:00:00+00,2018/07/06 15:00:00+00,Charleston PD,ROD CONDUIT,,2018/06/22 19:39:11+00,HERRINJ,2018/06/22 19:39:55+00,HERRINJ,,,No,216.983439879066
2948,S MARKET ST,BETWEEN STATE ST AND CHURCH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/25 09:00:00+00,2018/07/06 15:00:00+00,Charleston PD,ROD CONDUIT,,2018/06/22 19:40:33+00,HERRINJ,2018/06/22 19:41:23+00,HERRINJ,,,No,133.578226254889
2949,HASELL ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/20 09:00:00+00,2018/06/29 15:00:00+00,Charleston PD,SPLICE FIBER,,2018/06/22 19:42:12+00,HERRINJ,2018/06/22 19:43:02+00,HERRINJ,,,No,223.414169254599
2950,KING ST,BETWEEN WENTWORTH ST AND HASELL ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/20 09:00:00+00,2018/06/29 15:00:00+00,Charleston PD,SPLICE FIBER,,2018/06/22 19:43:56+00,HERRINJ,2018/06/22 19:44:29+00,HERRINJ,,,No,109.45765829948
2952,HANOVER ST,BETWEEN LINE ST ND SHEPPARD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/25 09:00:00+00,2018/07/25 15:00:00+00,Charleston PD,INSTALLING GAS SERVICE,,2018/06/22 19:46:28+00,HERRINJ,2018/06/22 19:47:17+00,HERRINJ,,,No,113.657952038834
2953,FELIX ST,BETWEEN CANNON ST AND MORRIS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/02 09:00:00+00,2018/08/02 15:00:00+00,Charleston PD,INSTALLING GAS MAIN,,2018/07/02 20:25:24+00,HERRINJ,2018/07/02 20:26:07+00,HERRINJ,,,No,204.937649614506
2954,JOHN ST,BETWEEN MEETING ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/25 08:00:00+00,2018/07/25 15:00:00+00,Charleston PD,EVALUATE GAS MAIN,,2018/07/02 20:26:45+00,HERRINJ,2018/07/02 20:27:27+00,HERRINJ,,,No,255.960243942735
2955,COMING ST,BETWEEN WENTWORTH ST AND MONTAGU ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/26 09:00:00+00,2018/06/28 14:00:00+00,Charleston PD,WORKING ON POWER LINES,,2018/07/02 20:28:09+00,HERRINJ,2018/07/02 20:28:52+00,HERRINJ,,,No,150.885005821982
2956,LINE ST,BETWEEN NASSAU ST ANDS DUCS CT,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/02 09:00:00+00,2018/08/02 15:00:00+00,Charleston PD,ACCESSING NATURAL GAS MAIN,,2018/07/02 20:29:22+00,HERRINJ,2018/07/02 20:30:13+00,HERRINJ,,,No,75.6713961001766
2958,WOOLFE ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/02 09:00:00+00,2018/07/06 15:30:00+00,Charleston PD,INSTALL NEW POLE,,2018/07/02 20:33:31+00,HERRINJ,2018/07/02 20:34:07+00,HERRINJ,,,No,277.066326843827
2959,SOUTH ST,BETWEEN NASSAU ST AND AMERICA ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/29 09:00:00+00,2018/07/02 13:00:00+00,Charleston PD,CHANGE OUT TRANSFORMER,,2018/07/02 20:34:34+00,HERRINJ,2018/07/02 20:35:13+00,HERRINJ,,,No,293.038303316717
2960,GEORGE ST,BETWEEIN GLEBE ST AND COMING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/30 08:30:00+00,2018/06/30 15:30:00+00,Charleston PD,REPAIRING STEAM LEAKS,,2018/07/02 20:35:41+00,HERRINJ,2018/07/02 20:36:30+00,HERRINJ,,,No,115.471364785641
2961,GEORGE ST,BETWEEN SAINT PHILIP ST AND GLEBE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/30 08:30:00+00,2018/06/30 15:30:00+00,Charleston PD,REPAIRING STEAM LEAKS,,2018/07/02 20:36:53+00,HERRINJ,2018/07/02 20:37:42+00,HERRINJ,,,No,97.1411375981956
2963,E BAY ST,BETWEEN COLUMBUS ST AND AMHERST ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/29 09:00:00+00,2018/07/02 14:00:00+00,Charleston PD,MOVING POLE,,2018/07/02 20:43:33+00,HERRINJ,2018/07/02 20:44:24+00,HERRINJ,,,No,233.971917642674
2964,HANOVER ST,BETWEEN LINE ST AND SHEPPARD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/25 09:00:00+00,2018/07/25 15:00:00+00,Charleston PD,INSTALLING GAS SERVICE,,2018/07/02 20:45:51+00,HERRINJ,2018/07/02 20:46:39+00,HERRINJ,,,No,113.657952038834
2966,PRESIDENT ST,BETWEEN SPRING ST AND BOGARD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/09/01 09:00:00+00,2018/09/30 15:00:00+00,Charleston PD,CREATING NEW DRIVEWAY,,2018/07/16 20:19:47+00,HERRINJ,2018/07/16 20:20:39+00,HERRINJ,,,No,212.522740624792
2969,CALHOUN ST,BETWEEN BARRE ST AND ASHLEY AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/11 09:00:00+00,2018/07/12 15:00:00+00,Charleston PD,REMOVING TREE,,2018/07/16 20:26:33+00,HERRINJ,2018/07/16 20:27:22+00,HERRINJ,,,No,238.19622866312
2970,SPRING ST,BETWEEN LOCKWOD DR AND HAGOOD AVE,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/07/20 22:00:00+00,2018/07/23 06:00:00+00,Charleston PD,REMOVAL OF CRANE,,2018/07/16 20:28:36+00,HERRINJ,2018/07/16 20:29:25+00,HERRINJ,,,No,312.20703090865
2972,WALNUT ST,BETWEEN E ST MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/16 08:00:00+00,2018/07/20 15:00:00+00,Charleston PD,DELIVERING CONCRETE PILE,,2018/07/16 20:31:41+00,HERRINJ,2018/07/16 20:32:28+00,HERRINJ,,,No,363.524181356369
2973,MEETING ST,BETWEEN LINE ST AND COLUMBUS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/10 10:00:00+00,2018/07/12 15:00:00+00,Charleston PD,WORKING ON BUILDING,,2018/07/16 20:34:03+00,HERRINJ,2018/07/16 20:34:57+00,HERRINJ,,,No,186.169359434524
2974,WALNUT ST,BETWEEN E ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/19 09:30:00+00,2018/09/19 15:30:00+00,Charleston PD,INSTALLING FIRE SERVICE,,2018/07/16 20:35:44+00,HERRINJ,2018/07/16 20:36:51+00,HERRINJ,,,No,363.575294791012
2975,SEPTIMA P CLARK PKWY,BETWEEN KING ST RAMP AND SPRING ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:00:00+00,2018/07/20 09:00:00+00,Charleston PD,Closed to Thru Traffic,,2018/07/20 12:36:25+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:59:43+00,city\stanberyj,,,No,1957.58173060283
2976,CALHOUN ST,BETWEEN SMITH ST AND RUTLEDGE AVE,CLOSED,LANES PARTIALLY BLOCKED,FLOOD,ACTIVE,2018/07/20 08:00:00+00,2018/07/20 12:30:00+00,Charleston PD,1 Lane Open Both Sides,,2018/07/20 12:37:44+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:49:50+00,city\stanberyj,,,No,208.272367167581
2977,S MARKET ST,BETWEEN MEETING ST AND E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:30:00+00,2018/07/20 09:00:00+00,Charleston PD,Flooded,,2018/07/20 12:45:30+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:19:42+00,city\mortons,,,No,231.736705630181
2978,CALHOUN ST,@ ALEXANDER ST,CLOSED,LANES PARTIALLY BLOCKED,FLOOD,ACTIVE,2018/07/20 08:30:00+00,2018/07/20 12:30:00+00,Charleston PD,"Asphalt Issue, One Lane Open Both Sides",,2018/07/20 12:48:08+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:50:47+00,city\mortons,,,No,33.1843795201228
2979,CALHOUN ST,BETWEEN RUTLEDGE AVE AND ASHLEY AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,FLOOD,ACTIVE,2018/07/20 08:30:00+00,2018/07/20 12:30:00+00,Charleston PD,4 Vehicles Stalled due to Flooding,,2018/07/20 12:50:43+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:49:49+00,city\mortons,,,No,196.393581934914
2982,CUMBERLAND ST,@ E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:30:00+00,2018/07/20 12:30:00+00,Charleston PD,Lights Out,,2018/07/20 12:44:22+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 21:01:14+00,city\mortons,,,No,38.2931156860253
2983,N MARKET ST,@ E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:30:00+00,2018/07/20 12:30:00+00,Charleston PD,Flooded,,2018/07/20 12:46:35+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:21:20+00,city\mortons,,,No,45.3844304345553
2990,GADSDEN ST,@ HALSEY ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:00:00+00,2018/07/20 12:30:00+00,Charleston PD,Closed to traffic,,2018/07/20 15:22:02+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 21:04:09+00,city\stanberyj,,,No,52.3873661702519
2991,GADSDEN ST,@ BULL ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:00:00+00,2018/07/20 12:30:00+00,Charleston PD,Closed to traffic,,2018/07/20 15:22:43+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 21:03:55+00,city\stanberyj,,,No,42.2637735764284
2992,BULL ST,BETWEEN HALSEY BLVD AND GADSDEN ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:00:00+00,2018/07/20 12:30:00+00,Charleston PD,Closed to traffic,,2018/07/20 15:25:32+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:49:07+00,city\stanberyj,,,No,271.635567158264
2993,BARRE ST,BETWEEN CALHOUN ST AND WENTWORTH ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:00:00+00,2018/07/20 12:30:00+00,Charleston PD,Closed to traffic,,2018/07/20 15:27:08+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:39:50+00,city\stanberyj,,,No,666.302058047579
2995,GADSDEN ST,@ BENNETT ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2018/07/20 08:00:00+00,2018/07/20 12:30:00+00,Charleston PD,Closed to traffic,,2018/07/20 15:30:15+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 21:03:38+00,city\stanberyj,,,No,45.7990194017747
2996,CALHOUN ST,BETWEEN MEETING ST AND ANSON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/01 09:00:00+00,2018/08/18 16:00:00+00,Charleston PD,REBUILD SIDEWALK,,2018/07/24 20:05:23+00,HERRINJ,2018/07/24 20:06:30+00,HERRINJ,,,No,298.824970000634
3001,MEETING ST,BETWEEN LINE ST AND COLUMBUS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/24 10:00:00+00,2018/07/26 15:30:00+00,Charleston PD,CAULKING AND CONCRETE PLACEMENT ,,2018/07/24 20:16:45+00,HERRINJ,2018/07/24 20:17:48+00,HERRINJ,,,No,186.169359434524
3002,WALNUT ST,BETWEEN MEETING ST AND E ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/23 08:00:00+00,2018/07/27 15:00:00+00,Charleston PD,DELIVERING CONCRETE PILES,,2018/07/24 20:18:47+00,HERRINJ,2018/07/24 20:19:39+00,HERRINJ,,,No,363.575337721079
3003,E BAY ST,BETWEEN GUIGNARD ST AND MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/10/10 09:00:00+00,2018/11/10 15:30:00+00,Charleston PD,INSTALLING CONDUIT,,2018/08/01 19:53:55+00,HERRINJ,2018/08/01 19:54:49+00,HERRINJ,,,No,100.947534499279
3004,MEETING ST,BETWEEN LINE ST AND COLUMBUS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/24 10:00:00+00,2018/07/26 15:30:00+00,Charleston PD,ACCESS TO WORK ON MEETING SIDE OF BUILDING,,2018/08/01 19:56:04+00,HERRINJ,2018/08/01 19:57:52+00,HERRINJ,,,No,186.169359434524
3006,MEETING ST,BETWEEN LINE ST AND COLUMBUS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/25 22:00:00+00,2018/08/03 05:00:00+00,Charleston PD,ACCESS TO WORK SIDE OF BLDG,,2018/08/01 20:05:56+00,HERRINJ,2018/08/01 20:08:21+00,HERRINJ,,,No,186.169359434524
3007,GEORGE ST,BETWEEN COLLEGE WAY AND COMING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/08/25 08:00:00+00,2018/08/29 15:30:00+00,Charleston PD,INVESTIGATE STEAM LEAK,,2018/08/01 20:13:34+00,HERRINJ,2018/08/01 20:15:01+00,HERRINJ,,,No,115.471364785641
3008,COMING ST,BETWEEN GREENWAY AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/25 08:00:00+00,2018/08/29 15:30:00+00,Charleston PD,REPAIR STEAM LEAK,,2018/08/01 20:18:45+00,HERRINJ,2018/08/01 20:20:38+00,HERRINJ,,,No,148.972432518908
3009,SAINT PHILIP ST,BETWEEN GREENWAY AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/25 09:00:00+00,2018/07/29 15:30:00+00,Charleston PD,REPAIR CHILL WATER LEAK,,2018/08/01 20:21:13+00,HERRINJ,2018/08/01 20:22:19+00,HERRINJ,,,No,131.074124877096
3010,E BAY ST,BETWEEN COLUMBUS ST AND AMHERST ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/07/25 09:00:00+00,2018/07/27 15:30:00+00,Charleston PD,CHANGE OUT POLE,,2018/08/01 20:24:22+00,HERRINJ,2018/08/01 20:25:10+00,HERRINJ,,,No,233.971917642674
3012,GEORGE ST,BETWEEN KING ST AND SAINT PHILLIP ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/07/31 16:00:00+00,2018/07/31 20:30:00+00,Charleston PD,MARCH FOR OUR LIVES EVENT,,2018/08/01 20:32:52+00,HERRINJ,2018/08/01 20:33:52+00,HERRINJ,,,No,181.31241775465
3014,CALHOUN ST,BETWEEN MEETING ST AND ANSON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/06/01 07:00:00+00,2018/06/30 17:00:00+00,Charleston PD,CONSTRUCT NEW HOTEL,,2018/08/01 20:37:06+00,HERRINJ,2018/08/01 20:37:51+00,HERRINJ,,,No,298.824970000634
3015,VANDERHORST ST,BETWEEN KING ST AND SAINT PHILLIP ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/08/14 15:00:00+00,2018/08/14 00:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:38:37+00,HERRINJ,2018/08/01 20:39:29+00,HERRINJ,,,No,174.930668513843
3016,SAINT PHILIP ST,BETWEEN CALHOUN ST AND VANDERHORST ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/08/14 15:00:00+00,2018/08/14 21:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:41:21+00,HERRINJ,2018/08/01 20:42:37+00,HERRINJ,,,No,234.81169811568
3017,LIBERTY ST,BETWEEN KING ST AND SAINT PHILLIP ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/08/14 15:00:00+00,2018/08/14 21:00:00+00,Charleston PD,STUDEN MOVE IN,,2018/08/01 20:43:08+00,HERRINJ,2018/08/01 20:44:01+00,HERRINJ,,,No,169.668618700467
3018,SAINT PHILIP ST,BETWEEN GEORGE ST AND LIBERTY ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/08/17 14:00:00+00,2018/08/17 18:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:44:48+00,HERRINJ,2018/08/01 20:45:38+00,HERRINJ,,,No,135.143872712113
3019,SAINT PHILIP ST,BETWEEN WARREN ST AND VANDERHORST ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/08/17 13:00:00+00,2018/08/17 19:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:46:26+00,HERRINJ,2018/08/01 20:47:11+00,HERRINJ,,,No,129.299584619016
3020,WENTWORTH ST,BETWEEN SAINT PHILIP ST AND COMING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/08/17 13:00:00+00,2018/08/17 19:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:48:59+00,HERRINJ,2018/08/01 20:49:53+00,HERRINJ,,,No,248.309110215339
3021,GEORGE ST,BETWEEN KING ST AND SAINT PHILIP ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/08/17 16:00:00+00,2018/08/17 09:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:50:33+00,HERRINJ,2018/08/01 20:51:27+00,HERRINJ,,,No,181.31241775465
3022,LIBERTY ST,BETWEEN KING ST AND SAINT PHILIP ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/08/18 07:00:00+00,2018/08/18 14:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:51:50+00,HERRINJ,2018/08/01 20:52:40+00,HERRINJ,,,No,169.668618700467
3023,WARREN ST,BETWEEN KING ST AND SAINT PHILIP ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/08/18 07:00:00+00,2018/08/18 14:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:53:44+00,HERRINJ,2018/08/01 20:54:28+00,HERRINJ,,,No,174.755629017746
3024,SAINT PHILIP ST,BETWEEN VANDERHORST ST AND CALHOUN ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2018/08/18 07:00:00+00,2018/08/18 19:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:54:54+00,HERRINJ,2018/08/01 20:55:37+00,HERRINJ,,,No,234.81169811568
3025,SAINT PHILP ST,BETWEEN CALHOUN ST AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/08/18 13:00:00+00,2018/08/18 19:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 20:56:04+00,HERRINJ,2018/08/01 20:56:40+00,HERRINJ,,,No,269.042813741076
3026,SAINT PHILIP ST,BETWEEN CALHOUN ST AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2018/08/18 13:00:00+00,2018/08/18 19:00:00+00,Charleston PD,STUDENT MOVE IN,,2018/08/01 21:01:32+00,HERRINJ,2018/08/01 21:02:50+00,HERRINJ,,,No,269.042813741076
